ChEMBL ID;Name;Synonyms;Type;Max Phase;Molecular Weight;Targets;Bioactivities;AlogP;Polar Surface Area;HBA;HBD;#RO5 Violations;#Rotatable Bonds;Passes Ro3;QED Weighted;CX Acidic pKa;CX Basic pKa;CX LogP;CX LogD;Aromatic Rings;Structure Type;Inorganic Flag;Heavy Atoms;HBA (Lipinski);HBD (Lipinski);#RO5 Violations (Lipinski);Molecular Weight (Monoisotopic);Molecular Species;Molecular Formula;Smiles;Inchi Key
CHEMBL3989715;MUPIROCIN CALCIUM;BRL 4910F|BRL-4910F|Bactroban|CALCIUM MUPIROCIN|CALCIUM MUPIROCIN DIHYDRATE|CALCIUM PSEUDOMONATE|MUPIROCIN|MUPIROCIN CALCIUM|MUPIROCIN CALCIUM ANHYDROUS|MUPIROCIN CALCIUM DIHYDRATE|MUPIROCIN CALCIUM HYDRATE;Small molecule;4;1075.35;;;2.59;146.05;8;4;1;16;N;0.11;4.83;None;2.45;-0.07;0;MOL;0;35;9;4;1;5.002.985;ACID;C52H90CaO20;C/C(=C\C(=O)OCCCCCCCCC(=O)[O-])C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O.C/C(=C\C(=O)OCCCCCCCCC(=O)[O-])C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O.O.O.[Ca+2];DDHVILIIHBIMQU-YJGQQKNPSA-L
CHEMBL93645;ACECLOFENAC;ACECLOFENAC|ACECLOFENAC BETADEX|GERBIN|PRESERVEX;Small molecule;4;354.19;139;858;3.91;75.63;4;2;0;6;N;0.77;3.44;None;3.88;0.49;2;MOL;0;23;5;2;0;3.530.222;ACID;C16H13Cl2NO4;O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl;MNIPYSSQXLZQLJ-UHFFFAOYSA-N
CHEMBL1200928;ZINC ACETATE;E650|Galzin|NPC-02|NSC-75801|ZINC ACETATE DIHYDRATE|ZINC ACETATE HYDRATE|Zinc acetate;Small molecule;4;183.48;2;5;None;None;None;None;None;None;None;None;None;None;None;None;None;MOL;0;None;None;None;None;1.819.558;None;C4H6O4Zn;CC(=O)[O-].CC(=O)[O-].[Zn+2];DJWUNCQRNNEAKC-UHFFFAOYSA-L
CHEMBL1201232;ISOPROPAMIDE;ISOPROPAMIDE|ISOPROPAMIDE CATION|ISOPROPAMIDE ION|Isopropamide;Small molecule;4;353.53;15;42;4.11;43.09;1;1;0;8;N;0.71;None;None;0.14;0.14;2;MOL;0;26;3;2;0;3.532.587;NEUTRAL;C23H33N2O+;CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C;JTPUMZTWMWIVPA-UHFFFAOYSA-O
CHEMBL753;PHENOXYBENZAMINE;BENSYLYT|BENZYLYT|DIBENYLIN|PHENOXYBENZAMINE|Phenoxybenzamine;Small molecule;4;303.83;35;92;4.19;12.47;2;0;0;8;N;0.68;None;7.89;4.64;4.03;2;MOL;0;21;2;0;0;3.031.390;NEUTRAL;C18H22ClNO;CC(COc1ccccc1)N(CCCl)Cc1ccccc1;QZVCTJOXCFMACW-UHFFFAOYSA-N
CHEMBL651;METHADONE;Amidone|DIAMINON|DL-METHADONE|DOLOPHIN|Dolophine|HEPTADONE|Heptadon|IDS-NM-002|METASEDIN|METHADONE|Methadone|Methadose|PHENADONE|Phy|Physeptone|Symoron|Westadone;Small molecule;4;309.45;25;127;4.29;20.31;2;0;0;7;N;0.76;None;9.12;5.01;3.29;2;MOL;0;23;2;0;0;3.092.093;BASE;C21H27NO;CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1;USSIQXCVUWKGNF-UHFFFAOYSA-N
CHEMBL1756;ESTRAMUSTINE PHOSPHATE;ESTRACYT|ESTRAMUSTINE 17-(DIHYDROGEN PHOSPHATE)|ESTRAMUSTINE PHOSPHATE|Estramustine phosphate|LS 299|LS-299|NSC-89199;Small molecule;4;520.39;9;27;5.30;96.30;4;2;2;7;N;0.37;1.86;None;4.98;1.97;1;MOL;0;33;7;2;2;5.191.344;ACID;C23H32Cl2NO6P;C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O;ADFOJJHRTBFFOF-RBRWEJTLSA-N
CHEMBL483254;PANOBINOSTAT;FARYDAK|LBH-589|LBH589|PANOBINOSTAT|PANOBINOSTAT HYDRATE;Small molecule;4;349.43;87;405;3.33;77.15;3;4;0;7;N;0.23;9.31;9.95;2.48;0.97;3;MOL;0;26;5;4;0;3.491.790;BASE;C21H23N3O2;Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1;FPOHNWQLNRZRFC-ZHACJKMWSA-N
CHEMBL108545;METHYL SALICYLATE;ASPELLIN|BALMOSA|BENGUE'S BALSAM|BETULA OIL|BIRCH OIL, SWEET|DEEP HEAT|DUBAM|FEMA NO. 2154|FEMA NO. 2745|FEMA NO. 3113|FLAVOR,WINTERGREEN|GAULTHERIA OIL|GPPE LIN|GPPE RUB|LUMA|METHYL SALICYLATE|METHYL SALICYLATE,SYNTHETIC|Methyl salicylate|NASCIODINE|NSC-8204|P.R.|RADIAN-B|Rhodiaflor|SLOANS|SWEET BIRCH OIL|TEABERRY OIL|THERA-GESIC|WINTERGREEN OIL;Small molecule;4;152.15;127;604;1.18;46.53;3;1;0;1;Y;0.61;9.72;None;2.32;2.32;1;MOL;0;11;3;1;0;1.520.473;NEUTRAL;C8H8O3;COC(=O)c1ccccc1O;OSWPMRLSEDHDFF-UHFFFAOYSA-N
CHEMBL9;NORFLOXACIN;Baccidal|CHIBROXIN|MK-366|NORFLOXACIN|NSC-757250|Noroxin|Quinabic|UTINOR;Small molecule;4;319.34;325;4394;1.27;74.57;5;2;0;3;N;0.89;5.58;8.68;-0.96;-0.96;2;MOL;0;23;6;2;0;3.191.332;ZWITTERION;C16H18FN3O3;CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21;OGJPXUAPXNRGGI-UHFFFAOYSA-N
CHEMBL1200588;CLINDAMYCIN HYDROCHLORIDE;ANTIROBE|CLEOCIN HYDROCHLORIDE|CLINDAMYCIN (AS HYDROCHLORIDE)|CLINDAMYCIN HCL|CLINDAMYCIN HYDROCHLORIDE|CLINSOL|CLINTABS|Cleocin|Clindamycin Hydrochloride|DALACIN C|NSC-756696|SOBELIN|U-25179E;Small molecule;4;461.45;19;48;0.39;102.26;7;4;0;7;N;0.44;12.41;7.55;1.04;0.65;0;MOL;0;27;7;4;0;4.241.799;NEUTRAL;C18H34Cl2N2O5S;CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1.Cl;AUODDLQVRAJAJM-XJQDNNTCSA-N
CHEMBL1200474;DEMECLOCYCLINE HYDROCHLORIDE;DECLOSTATIN|DEMECLOCYCLINE HCL|DEMECLOCYCLINE HYDROCHLORIDE|DEMETHYLCHLORTETRACYCLINE HYDROCHLORIDE|Declomycin|LEDERMYCIN|NSC-756708;Small molecule;4;501.32;37;70;0.26;181.62;9;6;1;2;N;0.33;2.59;8.54;-3.17;-3.61;1;MOL;0;32;10;7;1;4.640.986;ZWITTERION;C21H22Cl2N2O8;CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12.Cl;GVSJQNRGSCOSNJ-KBHRXELFSA-N
CHEMBL1200444;PIRBUTEROL ACETATE;CP-24,314-14|CP-24314-14|Maxair|PIRBUTEROL ACETATE|PIRBUTEROL MONOACETATE|SPIROLAIR;Small molecule;4;300.36;;;0.70;85.61;5;4;0;4;N;0.62;8.79;9.59;-0.66;-1.78;1;MOL;0;17;5;4;0;2.401.474;BASE;C14H24N2O5;CC(=O)O.CC(C)(C)NCC(O)c1ccc(O)c(CO)n1;QSXMZJGGEWYVCN-UHFFFAOYSA-N
CHEMBL3188034;TRIPROLIDINE HYDROCHLORIDE;Actidil|Myidyl|NSC-757361|PRO-ACTIDIL|TRIPROLIDINE HCL|TRIPROLIDINE HYDROCHLORIDE;Small molecule;4;332.88;;;3.92;16.13;2;0;0;4;N;0.84;None;8.64;4.05;2.79;2;MOL;0;21;2;0;0;2.781.783;BASE;C19H25ClN2O;Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1.Cl.O;CUZMOIXUFHOLLN-UMVVUDSKSA-N
CHEMBL3989921;NERATINIB MALEATE;NERATINIB MALEATE|NERLYNX;Small molecule;4;673.13;;;5.93;112.40;8;2;2;11;N;0.22;12.55;8.81;4.47;3.05;4;MOL;0;40;9;2;2;5.561.990;BASE;C34H33ClN6O7;CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C.O=C(O)/C=C\C(=O)O;VXZCUHNJXSIJIM-MEBGWEOYSA-N
CHEMBL1201225;IODINE;IODINE|IODINE MILD|IODINE STRONG|IODIUM|IODUM|JODOSAN|NSC-42355|TEGODYNE;Small molecule;4;253.81;1;14;1.77;0.00;0;0;0;0;Y;0.58;None;None;1.36;1.36;0;MOL;0;2;0;0;0;2.538.089;None;I2;II;PNDPGZBMCMUPRI-UHFFFAOYSA-N
CHEMBL1201116;HETACILLIN;BL-P 804|BL-P-804|BLP-804|BRL-804|HETACILLIN|HETACILLIN ACID|Hetacin|Natacillin|Versapen;Small molecule;4;389.48;9;29;1.41;89.95;5;2;0;3;N;0.76;3.33;4.79;0.06;-1.99;1;MOL;0;27;7;2;0;3.891.409;ACID;C19H23N3O4S;CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O;DXVUYOAEDJXBPY-NFFDBFGFSA-N
CHEMBL812;PYRIDOSTIGMINE BROMIDE;KALIMIN|KALYMIN|Kalymin|MESTINON 10|MESTINON RET|Mestinon|NSC-679759|NSC-758435|PYRIDOSTIGMINE BROMIDE|PYRIDOSTIGMINI BROMIDUM|Pyridostigmine Bromide|RO-1-5130|Regonal|Regonol;Small molecule;4;261.12;82;103;0.57;33.42;2;0;0;1;Y;0.59;None;None;-3.47;-3.47;1;MOL;0;13;4;0;0;1.810.972;NEUTRAL;C9H13BrN2O2;CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-];VNYBTNPBYXSMOO-UHFFFAOYSA-M
CHEMBL698;TETRACAINE;AMETHOCAINE|AMETOP|Dicaine|Medihaler-Tetracaine|Metraspray|Pontocaine|TETRACAINE|Tetracaine;Small molecule;4;264.37;136;702;2.62;41.57;4;1;0;8;N;0.58;None;8.42;2.79;1.74;1;MOL;0;19;4;1;0;2.641.838;NEUTRAL;C15H24N2O2;CCCCNc1ccc(C(=O)OCCN(C)C)cc1;GKCBAIGFKIBETG-UHFFFAOYSA-N
CHEMBL2364637;TENOFOVIR ALAFENAMIDE FUMARATE;GS-7340 HEMIFUMARATE|GS-7340-03|TENOFOVIR ALAFENAMIDE FUMARATE|VEMLIDY;Small molecule;4;1069.02;;;2.97;143.48;10;2;0;11;N;0.31;11.36;3.74;1.88;1.88;3;MOL;0;33;11;3;1;4.761.937;NEUTRAL;C46H62N12O14P2;CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1.CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1.O=C(O)/C=C/C(=O)O;SVUJNSGGPUCLQZ-FQQAACOVSA-N
CHEMBL1200500;BECLOMETHASONE DIPROPIONATE;AEROBEC 100|AEROBEC 50|AEROBEC FTE 250|ASMABEC CLICKHALER|ASMABEC SPACEHALER|BECLAZONE 100|BECLAZONE 100 E-BREATHE|BECLAZONE 200|BECLAZONE 250|BECLAZONE 250 E-BREATHE|BECLAZONE 50|BECLAZONE 50 E-BREATHE|BECLOAQUA 50|BECLOFORTE|BECLOFORTE E-BREATHE|BECLOFORTE INTEGRA|BECLOFORTE-VM|BECLOMET DIPROP|BECLOMET HAYFEVER|BECLOMETASONE|BECLOMETASONE DIPROPIONATE|BECLOMETHASONE|BECLOMETHASONE DIPROPIONATE|BECLOMETHASONE DIPROPIONATE MONOHYDRATE|BECLOMIST|BECLOTAIDE|BECODISKS|BECONASE AQ|BECOTIDE|BECOTIDE 100|BECOTIDE 100 E-BREATHE|BECOTIDE 200|BECOTIDE 50|BECOTIDE 50 E-BREATHE|Beclovent|Beconase|CLENIL MODULITE|CLIPPER|FILAIR 100|FILAIR 50|FILAIR FTE|FOSTAIR|FOSTAIR NEXTHALER|NASOBEC AQ|NASOBEC HAYFEVER|NSC-755901|PROPADERM|PROPADERM FTE|PROPADERM-A|PROPADERM-C|PULVINAL BECLOMET|QNASL|QVAR 100|QVAR 100 E-BREATHE|QVAR 40|QVAR 50|QVAR 50 E-BREATHE|QVAR 80|QVAR REDIHALER|RINO CLENIL|SCH 18020W|SCH 8020W|SCH-18020W|SGX-201|SGX-202|SGX-203|VANCENASE AQ|VANCENASE POCKETHALER|VANCERIL DOUBLE STRENGTH|VENTIDE|VIVABEC|Vancenase|Vanceril|ZONIVENT AQUANASAL;Small molecule;4;521.05;31;68;4.09;106.97;7;1;1;6;N;0.41;13.81;None;4.43;4.43;0;MOL;0;36;7;1;1;5.202.228;NEUTRAL;C28H37ClO7;CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C;KUVIULQEHSCUHY-XYWKZLDCSA-N
CHEMBL1200925;POTASSIUM PHOSPHATE, MONOBASIC;MONOBASIC POTASSIUM PHOSPHATE|POT DIHYDROGEN PHOS|POTASSIUM PHOSPHATE, MONOBASIC;Small molecule;4;136.08;1;3;None;None;None;None;None;None;None;None;None;None;None;None;None;MOL;1;None;None;None;None;1.359.328;None;H2KO4P;O=P([O-])(O)O.[K+];GNSKLFRGEWLPPA-UHFFFAOYSA-M
CHEMBL563;FLURBIPROFEN;Ansaid|BTS 18,322|BTS-18322|CEBUTID|FLUBIPROFEN|FLURBIPROFEN|FROBEN|FROBEN SR|NSC-757037|Ocufen|STREFEN|TRANSACT|U-27,182|U-27182;Small molecule;4;244.26;242;965;3.68;37.30;1;1;0;3;N;0.89;4.42;None;3.94;1.07;2;MOL;0;18;2;1;0;2.440.900;ACID;C15H13FO2;CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1;SYTBZMRGLBWNTM-UHFFFAOYSA-N
CHEMBL1201772;PRASUGREL;EFIENT|LY-640315|NSC-759625|PRASUGREL;Small molecule;4;373.45;11;40;3.89;46.61;5;0;0;5;N;0.75;None;5.12;4.31;4.30;2;MOL;0;26;4;0;0;3.731.148;NEUTRAL;C20H20FNO3S;CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2;DTGLZDAWLRGWQN-UHFFFAOYSA-N
CHEMBL3989931;ENASIDENIB MESYLATE;AG-221 mesylate|CC-90007|ENASIDENIB MESILATE|ENASIDENIB MESYLATE|ENASIDENIB METHANESULFONATE|IDHIFA;Small molecule;4;569.49;1;2;4.29;108.74;8;3;0;6;N;0.46;11.37;4.25;4.59;4.59;3;MOL;0;33;8;3;0;4.731.399;NEUTRAL;C20H21F6N7O4S;CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1.CS(=O)(=O)O;ORZHZQZYWXEDDL-UHFFFAOYSA-N
CHEMBL21;SULFANILAMIDE;ANILINE-P-SULFONIC AMIDE|NSC-7618|P-AMINOBENZENESULFAMIDE|P-AMINOBENZENESULFONAMIDE|PRONTOSIL I|PRONTYLIN|STREPTOCID|SULFAMINE|SULFANILAMIDE|SULFONAMIDE|SULPHANILAMIDUM|Sulfanilamide;Small molecule;4;172.21;184;1288;-0.08;86.18;3;2;0;1;N;0.58;10.99;2.27;-0.25;-0.25;1;MOL;0;11;4;4;0;1.720.306;NEUTRAL;C6H8N2O2S;Nc1ccc(S(N)(=O)=O)cc1;FDDDEECHVMSUSB-UHFFFAOYSA-N
CHEMBL817;TOLAZAMIDE;NSC-70762|TOLAZAMIDE|Tolinase|U-17835;Small molecule;4;311.41;159;696;1.77;78.51;4;2;0;3;N;0.89;4.07;1.61;1.91;0.97;1;MOL;0;21;6;2;0;3.111.304;ACID;C14H21N3O3S;Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1;OUDSBRTVNLOZBN-UHFFFAOYSA-N
CHEMBL1200649;QUINUPRISTIN;QUINUPRISTIN|RP 57669|RP-57669;Small molecule;4;1022.24;6;34;None;None;None;None;None;None;None;None;None;None;None;None;None;MOL;0;None;None;None;None;10.214.732;None;C53H67N9O10S;CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)[C@H](CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O;WTHRRGMBUAHGNI-LCYNINFDSA-N
CHEMBL220491;BRINZOLAMIDE;AL-4862|Azopt|BRINZOLAMIDE|NSC-760050;Small molecule;4;383.52;48;383;0.09;118.80;7;2;0;7;N;0.64;8.18;6.50;-0.58;-0.55;1;MOL;0;23;8;3;0;3.830.643;NEUTRAL;C12H21N3O5S3;CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21;HCRKCZRJWPKOAR-JTQLQIEISA-N
CHEMBL467;HYDROXYUREA;Droxia|HYDROXYCARBAMIDE|HYDROXYUREA|Hydrea|NSC-32065|SIKLOS|SQ 1089|SQ-1089;Small molecule;4;76.05;229;1088;-0.96;75.35;2;3;0;0;N;0.26;10.14;None;-1.37;-1.37;0;MOL;0;5;4;4;0;760.273;NEUTRAL;CH4N2O2;NC(=O)NO;VSNHCAURESNICA-UHFFFAOYSA-N
CHEMBL614;PYRAZINAMIDE;.ALPHA.-PYRAZINAMIDE|ALDINAMID|ALDINAMIDE|D-50|EPRAZIN|FARMIZINA|ISOPAS|MK-56|NOVAMID|NSC-14911|PIRAZIMIDA|PIRAZINAMID|PIRILENE|PYRAFAT|PYRAMIZADE|PYRAZIDE|PYRAZINAMIDE|PYRAZINAMIDUM|PYRAZINE CARBOXYLAMIDE|PYRAZINECARBOXAMIDE|Pyrazinamide|ROZIDE|TEBRAZID|UNIPYRANAMIDE|ZINAMIDE;Small molecule;4;123.11;176;1144;-0.42;68.87;3;1;0;1;N;0.55;13.06;None;-1.23;-1.23;1;MOL;0;9;4;2;0;1.230.433;NEUTRAL;C5H5N3O;NC(=O)c1cnccn1;IPEHBUMCGVEMRF-UHFFFAOYSA-N
CHEMBL1200517;DIHYDROERGOTAMINE MESYLATE;D.H.E. 45|DHE-45|DIERGO|DIHYDERGOT|DIHYDROERGOTAMINE MESILATE|DIHYDROERGOTAMINE MESYLATE|DIHYDROERGOTAMINE METHANESULFONATE|Dihydroergotamine Methanesulfonate|MIGRANAL|NSC-759848|TONOPAN;Small molecule;4;679.80;20;103;2.08;118.21;6;3;1;4;N;0.43;9.69;8.39;2.71;1.84;3;MOL;0;43;10;3;1;5.832.795;NEUTRAL;C34H41N5O8S;CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21.CS(=O)(=O)O;ADYPXRFPBQGGAH-UMYZUSPBSA-N
CHEMBL1200453;DOCOSANOL;Abreva|BEHENIC ALCOHOL|BEHENYL ALCOHOL|DOCOSANOL|Docosanol|LIDAKOL|N-DOCOSANOL|NSC-8407|STENOL 1822;Small molecule;4;326.61;6;21;7.80;20.23;1;1;1;20;N;0.23;None;None;8.81;8.81;0;MOL;0;23;1;1;1;3.263.549;NEUTRAL;C22H46O;CCCCCCCCCCCCCCCCCCCCCCO;NOPFSRXAKWQILS-UHFFFAOYSA-N
CHEMBL294199;CAPSAICIN;ALGRX 4975|ALGRX-4975|AUSANIL|AXSAIN|CAPSAICIN|CAPZASIN-HP|CNTX-4975|DOLENON|FEMA NO. 3404|MIOTON|NGX-1998|NGX-4010|NSC-56353|OVOCAP|QUTENZA|RATDEN PE 40|TOGARASHI ORENJI|TRANS-CAPSAICIN|ZACIN|ZOSTRIX|ZOSTRIX HP;Small molecule;4;305.42;177;775;3.79;58.56;3;2;0;9;N;0.54;9.93;None;3.75;3.75;1;MOL;0;22;4;2;0;3.051.991;NEUTRAL;C18H27NO3;COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O;YKPUWZUDDOIDPM-SOFGYWHQSA-N
CHEMBL1200604;TROPICAMIDE;BISTROPAMIDE|MYDRIAFAIR|Mydriacyl|NODS|NSC-757372|RO-1-7683|TROPICAMIDE|TROPICAMIDUM|Tropicacyl|VISUMIDRIATIC;Small molecule;4;284.36;129;312;2.21;53.43;3;1;0;6;N;0.88;None;5.02;1.38;1.38;2;MOL;0;21;4;1;0;2.841.525;NEUTRAL;C17H20N2O2;CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1;BGDKAVGWHJFAGW-UHFFFAOYSA-N
CHEMBL1550;PHYTONADIONE;Aquamephyton|KANAVIT|KONAKION MM|KONAKION MM PAED|Konakion|MEPHYTON|NEOKAY|NSC-270681|ORAKAY|PHYLLOQUINONE E-FORM|PHYTOMENADIONE|PHYTONADIONE|Phylloquinone|Phytomenadione|Phytonadione|VITAMIN K1|Vitamin K 1|Vitamin K1;Small molecule;4;450.71;16;58;9.16;34.14;2;0;1;14;N;0.26;None;None;9.70;9.70;1;MOL;0;33;2;0;1;4.503.498;NEUTRAL;C31H46O2;CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O;MBWXNTAXLNYFJB-NKFFZRIASA-N
CHEMBL3989922;NIRAPARIB TOSYLATE;MK-4827-TOSYLATE|NIRAPARIB TOSYLATE|NIRAPARIB TOSYLATE MONOHYDRATE|ZEJULA;Small molecule;4;510.62;;;2.59;72.94;4;2;0;3;N;0.78;None;10.08;2.47;-0.11;3;MOL;0;24;5;3;0;3.201.637;BASE;C26H30N4O5S;Cc1ccc(S(=O)(=O)O)cc1.NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12.O;ACNPUCQQZDAPJH-FMOMHUKBSA-N
CHEMBL1607;TOPOTECAN HYDROCHLORIDE;EVOTOPIN|Hycamptin|Hycamtin|NOGITECAN HYDROCHLORIDE|NSC-759263|SK&F S-104864-A|SK&F-S-104864A|SK-S-104864-A|TOPOTECAN|TOPOTECAN (AS HYDROCHLORIDE)|TOPOTECAN ACTAVIS|TOPOTECAN HCL|TOPOTECAN HOSPIRA|TOPOTECAN HYDROCHLORIDE|TOPOTECAN TEVA;Small molecule;4;457.91;148;268;1.85;104.89;8;2;0;3;N;0.49;8.00;9.75;-0.33;-0.91;3;MOL;0;31;8;2;0;4.211.638;BASE;C23H24ClN3O5;CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1.Cl;DGHHQBMTXTWTJV-BQAIUKQQSA-N
CHEMBL1696;DESIPRAMINE HYDROCHLORIDE;18-8181|DESIPRAMINE HCL|DESIPRAMINE HYDROCHLORIDE|DMI|EX 4355|EX-4355|G-35020|JB-8181|NSC-114901|Norpramin|PERTOFRAN|PERTOFRANE|RMI 9,384A|RMI-9384A;Small molecule;4;302.85;43;117;3.53;15.27;2;1;0;4;N;0.85;None;10.02;3.90;1.37;2;MOL;0;20;2;1;0;2.661.783;BASE;C18H23ClN2;CNCCCN1c2ccccc2CCc2ccccc21.Cl;XAEWZDYWZHIUCT-UHFFFAOYSA-N
CHEMBL517;DISOPYRAMIDE;(RS)-DISOPYRAMIDE|DICORANTIL|DISOPYRAMIDE|DL-DISOPYRAMIDE|Disopyramide|H-3292|ISORYTHM|LISPINE|Norpace|RITMILEN|RYTHMODAN P|SC-7031|SEARLE-703;Small molecule;4;339.48;51;1674;3.36;59.22;3;1;0;8;N;0.80;None;10.42;3.47;0.57;2;MOL;0;25;4;2;0;3.392.311;BASE;C21H29N3O;CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C;UVTNFZQICZKOEM-UHFFFAOYSA-N
CHEMBL1201729;DRONEDARONE HYDROCHLORIDE;DRONEDARONE HCL|DRONEDARONE HYDROCHLORIDE|MULTAQ|SR-33598B|SR33598B;Small molecule;4;593.23;10;16;7.05;88.85;6;1;2;18;N;0.13;9.08;9.79;5.28;3.96;3;MOL;0;39;7;1;2;5.562.971;BASE;C31H45ClN2O5S;CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1.Cl;DWKVCQXJYURSIQ-UHFFFAOYSA-N
CHEMBL1087;MEPIVACAINE;1-METHYL-2',6'-PIPECOLOXYLIDIDE|APF-135|CARBOPLYIN DENTAL|Carbocaine|DL-MEPIVACAINE|MEPISV|MEPIVACAINE|Mepivacaine|Polocaine|Polocaine-Mpf|TEVACAINE;Small molecule;4;246.35;117;328;2.73;32.34;2;1;0;2;Y;0.87;13.62;7.25;3.19;2.96;1;MOL;0;18;3;1;0;2.461.732;NEUTRAL;C15H22N2O;Cc1cccc(C)c1NC(=O)C1CCCCN1C;INWLQCZOYSRPNW-UHFFFAOYSA-N
CHEMBL885;EMTRICITABINE;(-)-EMTRICITABINE|(-)-FTC|524-W-91|524W91|BIKTARVY|BW-524W91|COVIRACIL|EMTRICITABINE|EMTRICITABINE, (-)-|EMTRICITABINUM|Emtriva|FTC|FTC-(-);Small molecule;4;247.25;31;220;-0.46;90.37;7;2;0;2;N;0.73;None;None;-0.90;-0.90;1;MOL;0;16;6;3;0;2.470.427;NEUTRAL;C8H10FN3O3S;Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F;XQSPYNMVSIKCOC-NTSWFWBYSA-N
CHEMBL902;FAMOTIDINE;AMFAMOX|FADUL|FAMODIL|FAMOSAN|FAMOTIDINE|FAMOTIDINE PRESERVATIVE FREE|FAMOTIDINE PRESERVATIVE FREE (PHARMACY BULK)|FAMOXAL|Fluxid|GANOR|GASTRIDIN|GASTROPEN|L 643341|LECEDIL|MK-208|MOTIAX|MUCLOX|NSC-757810|PEPCID AC|PEPCID PRESERVATIVE FREE|PEPCID RPD|PEPCIDAC|PEPDINE|PEPDUL|Pepcid|YM-11170;Small molecule;4;337.46;176;2091;-0.77;175.83;6;4;0;7;N;0.29;9.29;8.38;-1.95;-2.67;1;MOL;0;20;9;8;1;3.370.449;NEUTRAL;C8H15N7O2S3;NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1;XUFQPHANEAPEMJ-UHFFFAOYSA-N
